Timestamp,GPU_ID,GPU_Utilization(%),VRAM_Used(MB)
2025-08-03 12:54:58,card3,40,971010048
2025-08-03 12:54:58,card3,10,971010048
2025-08-03 12:54:58,card3,13,971010048
2025-08-03 12:54:59,card3,25,971010048
2025-08-03 12:54:59,card3,44,971010048
2025-08-03 12:54:59,card3,52,971010048
2025-08-03 12:55:00,card3,10,971010048
2025-08-03 12:55:00,card3,16,971010048
2025-08-03 12:55:00,card3,13,971010048
2025-08-03 12:55:01,card3,36,971010048
2025-08-03 12:55:01,card3,12,971010048
2025-08-03 12:55:01,card3,54,971010048
2025-08-03 12:55:02,card3,49,971010048
2025-08-03 12:55:02,card3,47,971010048
2025-08-03 12:55:03,card3,50,971010048
2025-08-03 12:55:03,card3,13,971010048
2025-08-03 12:55:03,card3,50,971010048
2025-08-03 12:55:04,card3,27,971010048
2025-08-03 12:55:04,card3,70,971010048
2025-08-03 12:55:04,card3,34,971010048
2025-08-03 12:55:05,card3,13,971010048
2025-08-03 12:55:05,card3,68,971010048
2025-08-03 12:55:05,card3,31,971010048
2025-08-03 12:55:06,card3,69,971010048
2025-08-03 12:55:06,card3,0,971010048
2025-08-03 12:55:06,card3,0,971010048
2025-08-03 12:55:07,card3,0,971010048
2025-08-03 12:55:07,card3,0,971010048
2025-08-03 12:55:07,card3,62,971010048
2025-08-03 12:55:08,card3,32,971010048
2025-08-03 12:55:08,card3,58,971010048
2025-08-03 12:55:08,card3,62,971010048
2025-08-03 12:55:09,card3,59,971010048
2025-08-03 12:55:09,card3,67,971010048
2025-08-03 12:55:09,card3,49,971010048
2025-08-03 12:55:10,card3,58,971010048
2025-08-03 12:55:10,card3,0,971010048
2025-08-03 12:55:10,card3,59,971010048
2025-08-03 12:55:11,card3,56,971010048
2025-08-03 12:55:11,card3,0,971010048
2025-08-03 12:55:11,card3,0,971010048
2025-08-03 12:55:12,card3,0,971010048
2025-08-03 12:55:12,card3,0,971010048
2025-08-03 12:55:12,card3,0,971010048
2025-08-03 12:55:13,card3,0,971010048
2025-08-03 12:55:13,card3,0,971010048
2025-08-03 12:55:13,card3,62,971010048
2025-08-03 12:55:14,card3,71,971010048
2025-08-03 12:55:14,card3,56,971010048
2025-08-03 12:55:15,card3,54,971014144
2025-08-03 12:55:15,card3,72,971010048
2025-08-03 12:55:15,card3,49,971010048
2025-08-03 12:55:16,card3,56,971010048
2025-08-03 12:55:16,card3,49,971010048
2025-08-03 12:55:16,card3,53,971010048
2025-08-03 12:55:17,card3,7,971010048
2025-08-03 12:55:17,card3,23,971014144
2025-08-03 12:55:17,card3,0,971010048
2025-08-03 12:55:18,card3,0,971010048
2025-08-03 12:55:18,card3,0,971010048
